Record_ID,Date,Region,Office,User_ID,Role,Tenure_Months,Project_ID,Industry,Asset_ID,Asset_Type,Pillar,Action,AI_Recommended,Network_Stable,Time_to_Find_Min,Duplicate_Upload_Flag,Tags_Quality_Score,Content_Age_Months,Outdated_Content_Flag,GDPR_Flag,Contribution_Points,Onboarding_Time_Weeks,Post_DKN_Flag
338,15/10/2024,North America,New York,U0047,Manager,14,P001,Smart Manufacturing,A0185,Code Snippet,Collaboration,view,0,1,10,,,11,0,0,1,,
339,27/08/2023,Europe,Berlin,U0055,Consultant,21,P035,Renewable Energy,A0215,Framework,Collaboration,upload,0,1,,0,51,17,0,1,8,,
340,07/07/2022,Europe,Berlin,U0013,Junior Consultant,16,P027,Renewable Energy,A0058,Training Material,Centralisation,view,0,1,21,,,0,0,0,1,,
341,14/11/2022,Europe,Copenhagen,U0015,Consultant,30,P060,Smart Manufacturing,A0179,Training Material,Centralisation,upload,0,1,,0,64,0,0,0,8,,
342,15/10/2023,Asia,Tokyo,U0040,Senior Consultant,36,P020,Renewable Energy,A0067,Code Snippet,Collaboration,view,0,1,21,,,20,1,0,1,,
343,18/04/2023,Southeast Asia,Manila,U0101,Senior Consultant,21,P003,Renewable Energy,A0084,Framework,Personalisation,view,0,0,12,,,0,0,0,1,,
344,11/07/2022,North America,Austin,U0051,Knowledge Champion,11,P030,Renewable Energy,A0039,Client Deliverable,Personalisation,view,1,1,26,,,0,0,0,1,,
345,22/12/2023,North America,Vancouver,U0032,Senior Consultant,32,P043,Logistics,A0054,Template,Collaboration,comment,1,1,,,,0,0,0,2,,
346,14/12/2023,Europe,Madrid,U0005,Junior Consultant,29,P049,Logistics,A0201,Code Snippet,Collaboration,view,0,1,18,,,17,0,0,1,,
347,13/09/2023,Europe,Madrid,U0139,Senior Consultant,17,P049,Logistics,A0023,Best Practice,Personalisation,view,0,1,18,,,0,0,0,1,,
348,11/04/2023,Europe,London,U0077,Manager,10,P003,Renewable Energy,A0149,Training Material,Collaboration,view,0,1,19,,,0,0,0,1,,
349,07/09/2023,Europe,Berlin,U0013,Junior Consultant,16,P012,Smart Manufacturing,A0086,Training Material,Personalisation,view,0,1,16,,,0,0,0,1,,
350,13/08/2022,Europe,London,U0077,Manager,10,P052,Logistics,A0018,Best Practice,Personalisation,view,1,1,20,,,0,0,0,1,,
351,27/11/2022,Southeast Asia,Manila,U0101,Senior Consultant,21,P030,Renewable Energy,A0010,Client Deliverable,Personalisation,upload,0,1,,0,69,0,0,0,8,,
352,24/12/2023,Europe,Copenhagen,U0020,Consultant,36,P024,Renewable Energy,A0187,Framework,Centralisation,view,0,1,13,,,12,0,0,1,,
353,11/11/2023,Europe,Madrid,U0002,Consultant,12,P054,Logistics,A0166,Template,Personalisation,tag_fix,0,1,,,51,0,0,0,4,,
354,28/08/2022,Asia,Tokyo,U0040,Senior Consultant,36,P032,Renewable Energy,A0070,Template,Centralisation,view,0,1,24,,,0,0,0,1,,
355,28/03/2022,Asia,Bangalore,U0130,Junior Consultant,16,P017,Renewable Energy,A0094,Training Material,Centralisation,comment,0,1,,,,0,0,0,2,,
356,07/05/2023,Europe,London,U0137,Consultant,20,P033,Logistics,A0062,Training Material,Centralisation,tag_fix,0,0,,,62,0,0,0,4,,
357,27/09/2024,Asia,Bangalore,U0054,Consultant,12,P045,Logistics,A0191,Framework,Collaboration,view,1,1,5,,,14,0,0,1,,
358,05/03/2022,Europe,London,U0109,Consultant,47,P026,Smart Manufacturing,A0160,Code Snippet,Centralisation,view,1,1,17,,,0,0,0,1,,
359,22/03/2023,Southeast Asia,Manila,U0060,Consultant,12,P016,Logistics,A0153,Code Snippet,Personalisation,validate,0,1,,,57,7,0,0,5,,
360,19/05/2023,Europe,Berlin,U0019,Junior Consultant,7,P039,Renewable Energy,A0087,Training Material,Centralisation,comment,0,1,,,,10,0,0,2,,
361,14/09/2023,Europe,Madrid,U0088,Senior Consultant,26,P006,Logistics,A0208,Training Material,Personalisation,validate,0,1,,,69,0,0,0,5,,
362,13/04/2024,Asia,Bangalore,U0009,Consultant,23,P006,Logistics,A0202,Best Practice,Collaboration,view,1,1,8,,,24,1,0,1,,
363,07/12/2023,Southeast Asia,Manila,U0036,Senior Consultant,9,P014,Smart Manufacturing,A0051,Training Material,Collaboration,comment,1,1,,,,19,1,0,2,,
364,06/01/2022,Asia,Tokyo,U0123,Senior Consultant,17,P003,Renewable Energy,A0128,Framework,Centralisation,view,0,1,29,,,0,0,0,1,,
365,09/05/2022,North America,Austin,U0051,Knowledge Champion,11,P056,Renewable Energy,A0161,Code Snippet,Centralisation,upload,0,1,,0,30,0,0,0,8,,
366,29/11/2022,North America,Austin,U0127,Knowledge Champion,14,P044,Smart Manufacturing,A0198,Client Deliverable,Centralisation,validate,0,1,,,40,0,0,0,5,,
367,13/09/2023,Europe,Copenhagen,U0014,Manager,6,P048,Logistics,A0120,Best Practice,Collaboration,tag_fix,0,1,,,71,0,0,0,4,,
368,16/11/2024,Europe,London,U0077,Manager,10,P048,Logistics,A0152,Code Snippet,Collaboration,view,0,1,12,,,14,0,0,1,,
369,01/06/2023,Southeast Asia,Manila,U0060,Consultant,12,P016,Logistics,A0051,Training Material,Personalisation,view,0,1,13,,,12,0,0,1,,
370,13/04/2022,Southeast Asia,Manila,U0101,Senior Consultant,21,P043,Logistics,A0201,Code Snippet,Personalisation,view,0,1,26,,,0,0,0,1,,
371,16/02/2024,Asia,Jakarta,U0104,Senior Consultant,14,P006,Logistics,A0059,Best Practice,Collaboration,view,0,1,14,,,19,1,0,1,,
372,23/05/2024,Asia,Bangalore,U0079,Consultant,7,P001,Smart Manufacturing,A0077,Code Snippet,Centralisation,view,0,1,16,,,0,0,0,1,,
373,07/05/2024,Asia,Jakarta,U0106,Senior Consultant,20,P039,Renewable Energy,A0077,Code Snippet,Centralisation,view,1,1,1,,,0,0,0,1,,
374,12/08/2024,Asia,Bangalore,U0009,Consultant,23,P019,Logistics,A0086,Training Material,Centralisation,upload,0,1,,0,81,0,0,0,8,,
375,05/09/2022,North America,Toronto,U0056,Senior Consultant,6,P044,Smart Manufacturing,A0161,Code Snippet,Collaboration,upload,0,1,,0,60,0,0,0,8,,
376,13/01/2024,Southeast Asia,Manila,U0043,Senior Consultant,15,P015,Renewable Energy,A0090,Best Practice,Personalisation,tag_fix,0,1,,,97,16,0,0,4,,
377,15/10/2023,Asia,Bangalore,U0130,Junior Consultant,16,P051,Smart Manufacturing,A0156,Client Deliverable,Collaboration,view,0,1,15,,,6,0,0,1,,
378,01/01/2022,Asia,Tokyo,U0045,Manager,21,P007,Smart Manufacturing,A0063,Best Practice,Collaboration,view,0,1,19,,,0,0,0,1,,
379,26/07/2022,Europe,Copenhagen,U0132,Consultant,15,P043,Logistics,A0097,Template,Collaboration,upload,0,1,,0,44,0,0,0,8,,
380,10/11/2023,North America,Vancouver,U0114,Consultant,6,P018,Logistics,A0076,Training Material,Collaboration,view,0,1,20,,,0,0,0,1,,
381,05/12/2024,Asia,Singapore,U0016,Junior Consultant,13,P059,Logistics,A0168,Template,Centralisation,view,1,0,12,,,31,1,0,1,,
382,01/09/2022,North America,Vancouver,U0097,Consultant,28,P029,Logistics,A0080,Framework,Collaboration,validate,0,1,,,53,0,0,0,5,,
383,28/07/2024,Asia,Bangalore,U0009,Consultant,23,P021,Renewable Energy,A0124,Code Snippet,Collaboration,upload,1,1,,0,85,0,0,0,8,,
384,06/04/2022,Southeast Asia,Manila,U0101,Senior Consultant,21,P012,Smart Manufacturing,A0192,Template,Collaboration,view,0,1,20,,,0,0,0,1,,
385,22/02/2022,Asia,Bangalore,U0108,Consultant,3,P036,Renewable Energy,A0105,Template,Collaboration,view,0,1,25,,,0,0,0,1,,
386,08/01/2024,Southeast Asia,Ho Chi Minh City,U0072,Senior Consultant,13,P021,Renewable Energy,A0042,Framework,Personalisation,tag_fix,0,0,,,46,23,1,0,4,,
387,14/10/2022,North America,Toronto,U0052,Senior Consultant,16,P034,Logistics,A0207,Framework,Centralisation,tag_fix,0,1,,,59,0,0,0,4,,
388,16/12/2022,North America,Austin,U0080,Senior Consultant,12,P059,Logistics,A0014,Training Material,Collaboration,view,0,1,18,,,0,0,0,1,,
389,19/01/2023,Asia,Tokyo,U0070,Senior Consultant,20,P020,Renewable Energy,A0122,Template,Centralisation,view,1,1,10,,,11,0,0,1,,
390,17/06/2023,Europe,Berlin,U0093,Knowledge Champion,31,P026,Smart Manufacturing,A0082,Training Material,Collaboration,view,1,1,18,,,7,0,0,1,,
391,11/07/2024,Europe,Madrid,U0129,Consultant,17,P054,Logistics,A0105,Template,Collaboration,view,1,1,12,,,12,0,0,1,,
392,21/08/2024,Asia,Jakarta,U0106,Senior Consultant,20,P049,Logistics,A0020,Code Snippet,Centralisation,view,0,1,17,,,21,1,0,1,,
393,14/08/2023,North America,Vancouver,U0032,Senior Consultant,32,P017,Renewable Energy,A0116,Code Snippet,Centralisation,validate,0,1,,,75,3,0,0,5,,
394,26/12/2023,Europe,Berlin,U0093,Knowledge Champion,31,P017,Renewable Energy,A0063,Best Practice,Collaboration,tag_fix,0,1,,,81,0,0,0,4,,
395,25/04/2024,North America,New York,U0029,Manager,6,P060,Smart Manufacturing,A0079,Code Snippet,Centralisation,upload,0,1,,1,73,11,0,0,8,,
396,01/12/2023,South America,São Paulo,U0103,Consultant,4,P026,Smart Manufacturing,A0128,Framework,Centralisation,validate,0,0,,,78,7,0,0,5,,
397,25/12/2024,Europe,London,U0134,Junior Consultant,21,P027,Renewable Energy,A0172,Template,Centralisation,comment,0,1,,,,14,0,0,2,,
398,26/04/2024,Europe,Copenhagen,U0018,Consultant,23,P033,Logistics,A0001,Best Practice,Collaboration,tag_fix,0,1,,,76,8,0,0,4,,
399,15/07/2023,Europe,Madrid,U0034,Senior Consultant,4,P010,Smart Manufacturing,A0057,Framework,Collaboration,view,0,1,22,,,0,0,0,1,,
400,10/03/2022,Southeast Asia,Manila,U0098,Consultant,28,P057,Smart Manufacturing,A0074,Client Deliverable,Collaboration,upload,0,1,,0,43,0,0,0,8,,
401,18/05/2022,Asia,Bangalore,U0131,Manager,25,P018,Logistics,A0156,Client Deliverable,Centralisation,view,0,1,23,,,0,0,0,1,,
402,11/06/2022,Europe,Berlin,U0093,Knowledge Champion,31,P002,Renewable Energy,A0180,Template,Centralisation,view,0,0,34,,,0,0,0,1,,
403,26/07/2024,Southeast Asia,Manila,U0036,Senior Consultant,9,P029,Logistics,A0071,Client Deliverable,Collaboration,view,0,1,12,,,0,0,0,1,,
404,08/03/2022,Europe,London,U0011,Consultant,40,P035,Renewable Energy,A0212,Client Deliverable,Personalisation,view,0,1,22,,,0,0,0,1,,
405,09/11/2023,Europe,London,U0136,Consultant,12,P037,Logistics,A0059,Best Practice,Collaboration,view,0,1,9,,,16,0,0,1,,
406,04/03/2022,Europe,London,U0058,Junior Consultant,18,P050,Renewable Energy,A0045,Best Practice,Personalisation,upload,0,1,,1,51,0,0,0,8,,
407,03/07/2022,North America,New York,U0029,Manager,6,P026,Smart Manufacturing,A0100,Client Deliverable,Personalisation,view,0,1,23,,,1,0,0,1,,
408,23/04/2022,Europe,Madrid,U0096,Consultant,16,P035,Renewable Energy,A0085,Best Practice,Centralisation,view,0,1,23,,,0,0,0,1,,
409,02/06/2024,North America,New York,U0117,Senior Consultant,26,P044,Smart Manufacturing,A0182,Template,Centralisation,view,1,1,10,,,8,0,0,1,,
410,06/12/2022,Europe,Berlin,U0073,Junior Consultant,12,P049,Logistics,A0050,Best Practice,Collaboration,upload,0,1,,0,58,0,0,0,8,,
411,07/02/2023,Asia,Tokyo,U0068,Junior Consultant,26,P013,Logistics,A0144,Best Practice,Collaboration,validate,0,1,,,66,0,0,0,5,,
412,16/02/2022,Europe,Madrid,U0005,Junior Consultant,29,P005,Logistics,A0091,Client Deliverable,Centralisation,view,0,1,28,,,0,0,0,1,,
413,25/06/2023,Europe,London,U0091,Junior Consultant,43,P041,Smart Manufacturing,A0042,Framework,Centralisation,view,1,1,15,,,16,0,0,1,,
414,25/12/2022,Europe,London,U0091,Junior Consultant,43,P027,Renewable Energy,A0008,Training Material,Personalisation,validate,0,1,,,74,0,0,0,5,,
415,07/08/2022,Asia,Tokyo,U0040,Senior Consultant,36,P024,Renewable Energy,A0200,Template,Personalisation,tag_fix,0,1,,,33,0,0,0,4,,
416,23/11/2023,Asia,Jakarta,U0082,Consultant,10,P031,Logistics,A0211,Best Practice,Collaboration,comment,1,1,,,,20,1,0,2,,
417,07/03/2024,Asia,Bangalore,U0054,Consultant,12,P023,Renewable Energy,A0065,Training Material,Collaboration,view,1,1,3,,,0,0,0,1,,
418,28/11/2024,Asia,Singapore,U0112,Consultant,28,P050,Renewable Energy,A0188,Template,Centralisation,view,1,1,7,,,27,1,0,1,,
419,11/10/2022,North America,Vancouver,U0004,Consultant,17,P008,Renewable Energy,A0055,Framework,Personalisation,view,0,1,29,,,0,0,0,1,,
420,26/06/2022,Asia,Bangalore,U0119,Consultant,14,P050,Renewable Energy,A0012,Training Material,Personalisation,view,0,1,22,,,0,0,0,1,,
421,25/11/2023,Asia,Bangalore,U0119,Consultant,14,P032,Renewable Energy,A0197,Training Material,Centralisation,view,0,1,17,,,0,0,0,1,,
422,23/02/2024,North America,Austin,U0027,Consultant,18,P007,Smart Manufacturing,A0152,Code Snippet,Collaboration,tag_fix,0,1,,,63,5,0,0,4,,
423,19/06/2024,Europe,Copenhagen,U0018,Consultant,23,P037,Logistics,A0186,Best Practice,Collaboration,view,0,1,14,,,0,0,0,1,,
424,07/05/2023,North America,Toronto,U0121,Consultant,12,P045,Logistics,A0121,Client Deliverable,Centralisation,view,0,1,19,,,12,0,0,1,,
425,04/05/2023,North America,Vancouver,U0059,Senior Consultant,41,P001,Smart Manufacturing,A0101,Framework,Collaboration,view,0,1,14,,,0,0,0,1,,
426,20/03/2022,Asia,Tokyo,U0063,Consultant,17,P007,Smart Manufacturing,A0052,Client Deliverable,Centralisation,validate,0,1,,,68,0,0,0,5,,
427,08/05/2023,North America,Toronto,U0057,Consultant,36,P050,Renewable Energy,A0173,Template,Personalisation,upload,0,1,,1,52,8,0,0,8,,
428,07/09/2024,North America,Austin,U0027,Consultant,18,P049,Logistics,A0182,Template,Centralisation,upload,0,1,,0,59,11,0,0,8,,
429,21/02/2024,Asia,Jakarta,U0001,Consultant,40,P005,Logistics,A0218,Code Snippet,Personalisation,upload,0,1,,0,82,0,0,0,8,,
430,08/06/2022,Europe,Copenhagen,U0014,Manager,6,P043,Logistics,A0140,Best Practice,Personalisation,view,0,1,28,,,0,0,0,1,,
431,04/03/2023,North America,Toronto,U0007,Consultant,22,P012,Smart Manufacturing,A0213,Training Material,Collaboration,view,0,1,17,,,0,0,0,1,,
432,01/03/2023,Europe,Copenhagen,U0110,Junior Consultant,4,P008,Renewable Energy,A0157,Framework,Personalisation,comment,1,1,,,,0,0,0,2,,
433,05/05/2023,Europe,Berlin,U0026,Manager,12,P006,Logistics,A0095,Training Material,Centralisation,view,0,1,15,,,0,0,0,1,,
434,17/11/2023,North America,Austin,U0050,Manager,25,P001,Smart Manufacturing,A0021,Training Material,Centralisation,upload,0,1,,0,46,17,0,0,8,,
435,14/04/2024,Asia,Bangalore,U0054,Consultant,12,P059,Logistics,A0195,Training Material,Collaboration,validate,0,1,,,74,19,1,0,5,,
436,04/03/2022,Europe,Berlin,U0035,Consultant,13,P055,Renewable Energy,A0111,Code Snippet,Centralisation,validate,0,1,,,57,0,0,0,5,,
437,24/08/2023,North America,Vancouver,U0114,Consultant,6,P017,Renewable Energy,A0181,Template,Collaboration,upload,1,1,,0,95,17,0,0,8,,
438,30/11/2022,North America,Austin,U0122,Manager,11,P049,Logistics,A0160,Code Snippet,Collaboration,tag_fix,0,1,,,53,1,0,0,4,,
439,16/07/2023,Southeast Asia,Manila,U0064,Junior Consultant,13,P001,Smart Manufacturing,A0106,Training Material,Centralisation,view,1,1,12,,,3,0,0,1,,
440,05/11/2023,Asia,Jakarta,U0001,Consultant,40,P050,Renewable Energy,A0198,Client Deliverable,Collaboration,validate,0,1,,,56,0,0,0,5,,
441,03/08/2022,North America,Vancouver,U0010,Junior Consultant,18,P053,Renewable Energy,A0218,Code Snippet,Personalisation,view,0,1,20,,,0,0,0,1,,
442,27/07/2024,North America,Toronto,U0042,Junior Consultant,25,P014,Smart Manufacturing,A0136,Best Practice,Collaboration,upload,0,1,,0,82,6,0,0,8,,
443,03/07/2022,Europe,Berlin,U0055,Consultant,21,P014,Smart Manufacturing,A0074,Client Deliverable,Collaboration,validate,0,1,,,47,1,0,0,5,,
444,02/06/2024,North America,Vancouver,U0031,Senior Consultant,16,P012,Smart Manufacturing,A0157,Framework,Collaboration,view,0,1,9,,,0,0,0,1,,
445,11/03/2024,Southeast Asia,Manila,U0064,Junior Consultant,13,P022,Logistics,A0066,Training Material,Centralisation,comment,0,1,,,,5,0,0,2,,
446,18/10/2022,Europe,Copenhagen,U0018,Consultant,23,P039,Renewable Energy,A0018,Best Practice,Centralisation,view,1,1,19,,,1,0,0,1,,
447,30/01/2022,Europe,Berlin,U0019,Junior Consultant,7,P024,Renewable Energy,A0020,Code Snippet,Centralisation,upload,0,1,,0,75,0,0,0,8,,
448,15/07/2023,Europe,London,U0116,Consultant,20,P012,Smart Manufacturing,A0026,Best Practice,Centralisation,view,1,1,4,,,0,0,0,1,,
449,14/07/2022,North America,Austin,U0118,Junior Consultant,8,P022,Logistics,A0083,Template,Centralisation,tag_fix,0,1,,,60,0,0,0,4,,
450,09/04/2023,North America,Vancouver,U0028,Consultant,19,P055,Renewable Energy,A0054,Template,Collaboration,validate,0,1,,,62,0,0,0,5,,
451,21/01/2022,Europe,Copenhagen,U0049,Consultant,23,P005,Logistics,A0023,Best Practice,Collaboration,upload,0,1,,0,30,0,0,1,8,,
452,22/10/2022,Asia,Jakarta,U0124,Junior Consultant,19,P007,Smart Manufacturing,A0215,Framework,Centralisation,comment,0,1,,,,7,0,0,2,,
453,03/04/2023,Asia,Singapore,U0016,Junior Consultant,13,P005,Logistics,A0076,Training Material,Collaboration,upload,0,1,,0,43,0,0,0,8,,
454,11/10/2022,Asia,Jakarta,U0095,Knowledge Champion,10,P051,Smart Manufacturing,A0189,Code Snippet,Centralisation,view,1,1,22,,,9,0,0,1,,
455,24/05/2023,Southeast Asia,Manila,U0043,Senior Consultant,15,P019,Logistics,A0195,Training Material,Collaboration,view,1,0,27,,,8,0,0,1,,
456,25/03/2023,North America,Toronto,U0099,Manager,23,P055,Renewable Energy,A0094,Training Material,Collaboration,view,1,1,8,,,6,0,0,1,,
457,23/07/2022,North America,Vancouver,U0097,Consultant,28,P054,Logistics,A0095,Training Material,Centralisation,view,1,1,25,,,0,0,0,1,,
458,30/07/2024,Asia,Singapore,U0126,Consultant,15,P006,Logistics,A0104,Code Snippet,Personalisation,upload,0,1,,0,55,4,0,0,8,,
459,20/05/2022,North America,Toronto,U0069,Manager,28,P024,Renewable Energy,A0114,Best Practice,Collaboration,view,1,1,21,,,0,0,0,1,,
460,01/04/2023,Asia,Jakarta,U0124,Junior Consultant,19,P048,Logistics,A0056,Code Snippet,Collaboration,view,0,0,19,,,0,0,0,1,,
461,14/08/2022,Asia,Singapore,U0016,Junior Consultant,13,P028,Logistics,A0135,Framework,Personalisation,upload,0,1,,0,39,0,0,0,8,,
462,04/09/2024,Asia,Tokyo,U0068,Junior Consultant,26,P030,Renewable Energy,A0118,Code Snippet,Centralisation,validate,0,1,,,74,30,1,0,5,,
463,20/07/2022,Europe,Berlin,U0053,Consultant,13,P018,Logistics,A0170,Template,Centralisation,validate,0,1,,,62,0,0,0,5,,
464,30/08/2024,Asia,Jakarta,U0124,Junior Consultant,19,P017,Renewable Energy,A0047,Training Material,Personalisation,view,0,1,12,,,18,1,0,1,,
465,21/08/2024,Asia,Bangalore,U0009,Consultant,23,P035,Renewable Energy,A0166,Template,Personalisation,view,0,1,6,,,3,0,0,1,,
466,25/10/2022,North America,Toronto,U0100,Consultant,12,P052,Logistics,A0083,Template,Collaboration,validate,0,1,,,58,0,0,0,5,,
467,08/01/2023,North America,Vancouver,U0059,Senior Consultant,41,P002,Renewable Energy,A0154,Code Snippet,Collaboration,view,0,1,19,,,0,0,0,1,,
468,08/08/2023,North America,Toronto,U0113,Senior Consultant,18,P009,Smart Manufacturing,A0215,Framework,Collaboration,view,0,1,10,,,16,0,0,1,,
469,03/04/2024,North America,Toronto,U0007,Consultant,22,P044,Smart Manufacturing,A0043,Code Snippet,Collaboration,upload,0,1,,0,73,0,0,0,8,,
470,04/10/2024,Europe,Berlin,U0055,Consultant,21,P040,Smart Manufacturing,A0056,Code Snippet,Personalisation,view,0,1,16,,,0,0,0,1,,
471,09/07/2023,Europe,London,U0058,Junior Consultant,18,P049,Logistics,A0083,Template,Centralisation,upload,0,1,,0,83,8,0,0,8,,
472,04/05/2023,Asia,Jakarta,U0001,Consultant,40,P010,Smart Manufacturing,A0156,Client Deliverable,Personalisation,validate,0,1,,,54,1,0,0,5,,
473,02/03/2024,Southeast Asia,Manila,U0036,Senior Consultant,9,P017,Renewable Energy,A0062,Training Material,Centralisation,view,0,1,3,,,0,0,0,1,,
474,05/12/2024,Europe,Berlin,U0035,Consultant,13,P038,Renewable Energy,A0083,Template,Centralisation,tag_fix,0,1,,,84,25,1,0,4,,
475,15/07/2024,North America,Toronto,U0105,Senior Consultant,31,P017,Renewable Energy,A0146,Best Practice,Collaboration,view,1,0,13,,,9,0,0,1,,
476,15/04/2024,Europe,Berlin,U0025,Knowledge Champion,20,P004,Logistics,A0112,Template,Centralisation,comment,1,1,,,,6,0,0,2,,
477,15/08/2023,Asia,Tokyo,U0045,Manager,21,P056,Renewable Energy,A0036,Framework,Personalisation,view,0,1,19,,,13,0,0,1,,
478,16/11/2024,Europe,Copenhagen,U0030,Knowledge Champion,22,P029,Logistics,A0063,Best Practice,Personalisation,view,1,1,6,,,7,0,0,1,,
479,04/12/2024,North America,Austin,U0050,Manager,25,P028,Logistics,A0020,Code Snippet,Centralisation,view,0,1,9,,,24,1,0,1,,
480,08/06/2023,North America,Toronto,U0061,Consultant,30,P027,Renewable Energy,A0094,Training Material,Centralisation,comment,0,1,,,,8,0,0,2,,
481,27/04/2022,North America,Toronto,U0121,Consultant,12,P014,Smart Manufacturing,A0173,Template,Collaboration,view,0,1,21,,,0,0,0,1,,
482,05/01/2023,North America,Austin,U0120,Senior Consultant,22,P021,Renewable Energy,A0202,Best Practice,Collaboration,comment,0,1,,,,8,0,0,2,,
483,17/04/2024,South America,São Paulo,U0103,Consultant,4,P009,Smart Manufacturing,A0192,Template,Collaboration,view,0,1,13,,,22,1,0,1,,
484,18/01/2024,Asia,Jakarta,U0033,Consultant,13,P015,Renewable Energy,A0164,Client Deliverable,Centralisation,view,1,1,1,,,23,1,0,1,,
485,11/04/2024,Asia,Bangalore,U0108,Consultant,3,P042,Logistics,A0020,Code Snippet,Personalisation,view,0,1,10,,,16,0,0,1,,
486,08/12/2023,Asia,Singapore,U0112,Consultant,28,P021,Renewable Energy,A0045,Best Practice,Collaboration,validate,0,1,,,51,0,0,0,5,,
487,17/03/2024,Asia,Jakarta,U0095,Knowledge Champion,10,P008,Renewable Energy,A0162,Template,Collaboration,validate,0,1,,,76,23,1,0,5,,
488,07/02/2023,Asia,Jakarta,U0095,Knowledge Champion,10,P050,Renewable Energy,A0218,Code Snippet,Centralisation,view,0,1,11,,,0,0,0,1,,
489,04/04/2022,North America,Austin,U0051,Knowledge Champion,11,P058,Logistics,A0004,Training Material,Personalisation,view,1,1,14,,,0,0,0,1,,
490,10/01/2022,Asia,Tokyo,U0045,Manager,21,P006,Logistics,A0179,Training Material,Centralisation,view,0,1,30,,,0,0,0,1,,
491,30/04/2023,Europe,Madrid,U0005,Junior Consultant,29,P002,Renewable Energy,A0030,Best Practice,Centralisation,upload,0,1,,1,64,6,0,1,8,,
492,21/08/2023,South America,Buenos Aires,U0107,Senior Consultant,10,P048,Logistics,A0123,Framework,Centralisation,tag_fix,0,1,,,77,6,0,0,4,,
493,07/07/2022,Asia,Bangalore,U0017,Consultant,5,P040,Smart Manufacturing,A0014,Training Material,Centralisation,view,0,1,22,,,0,0,0,1,,
494,01/12/2023,Europe,Madrid,U0129,Consultant,17,P032,Renewable Energy,A0037,Framework,Collaboration,view,1,1,14,,,1,0,0,1,,
495,12/11/2022,Europe,London,U0109,Consultant,47,P025,Renewable Energy,A0076,Training Material,Centralisation,view,0,1,26,,,0,0,0,1,,
496,12/07/2022,Asia,Bangalore,U0017,Consultant,5,P038,Renewable Energy,A0039,Client Deliverable,Collaboration,view,0,1,29,,,0,0,0,1,,
497,19/04/2023,North America,Toronto,U0024,Junior Consultant,4,P053,Renewable Energy,A0170,Template,Personalisation,view,0,1,15,,,0,0,0,1,,
498,18/03/2023,North America,Vancouver,U0028,Consultant,19,P054,Logistics,A0163,Training Material,Collaboration,view,0,1,10,,,0,0,0,1,,
499,11/11/2023,Europe,Copenhagen,U0015,Consultant,30,P002,Renewable Energy,A0059,Best Practice,Centralisation,view,0,1,16,,,16,0,0,1,,
500,19/07/2024,North America,Austin,U0050,Manager,25,P058,Logistics,A0048,Framework,Centralisation,view,1,1,10,,,5,0,0,1,,
501,19/11/2022,Asia,Singapore,U0016,Junior Consultant,13,P015,Renewable Energy,A0119,Framework,Collaboration,validate,0,1,,,30,0,0,0,5,,
502,27/09/2023,Southeast Asia,Manila,U0102,Consultant,18,P021,Renewable Energy,A0134,Client Deliverable,Centralisation,view,1,1,17,,,0,0,0,1,,
503,11/04/2022,Asia,Jakarta,U0084,Senior Consultant,4,P033,Logistics,A0061,Framework,Collaboration,upload,0,1,,0,58,0,0,0,8,,
504,02/09/2022,Asia,Bangalore,U0130,Junior Consultant,16,P046,Logistics,A0134,Client Deliverable,Collaboration,tag_fix,0,1,,,41,0,0,0,4,,
505,29/09/2023,Europe,Copenhagen,U0020,Consultant,36,P007,Smart Manufacturing,A0169,Framework,Centralisation,upload,0,1,,0,74,8,0,1,8,,
506,14/10/2023,Asia,Tokyo,U0123,Senior Consultant,17,P046,Logistics,A0108,Training Material,Centralisation,validate,0,1,,,83,21,1,0,5,,
507,07/10/2023,Europe,Copenhagen,U0014,Manager,6,P007,Smart Manufacturing,A0197,Training Material,Personalisation,view,1,1,9,,,0,0,0,1,,
